採樣時間,測站名稱,經度,緯度,一氧化碳,一氧化氮,二氧化氮,氮氧化物,臭氧,懸浮微粒,細懸浮微粒,二氧化硫,甲烷,非甲烷碳氫化合物,總碳氫化合物,風向,風速,溫度,相對濕度,空氣品質指標
2018-08-21 23:00:00,靜心湖站,121.01372,24.77834,0.67,1.0,20.0,9.8,14.5,26.0,17.0,3.3,2.01,0.16,2.17,157.4,0.1,27.1,91.1,63.0
2018-08-22 00:00:00,力行站,121.016270,24.766508,0.63,1.2,4.8,6.0,7.9,35.0,3.0,4.7,2.07,0.14,2.22,224.0,0.1,25.8,96.5,42.0
2018-08-22 00:00:00,興業站,120.989823,24.778000,0.6,5.7,21.5,27.1,10.2,43.0,20.0,3.0,2.17,0.08,2.25,170.0,0.7,26.5,92.9,65.0
2018-08-22 00:00:00,靜心湖站,121.01372,24.77834,0.66,0.7,17.8,6.0,13.7,32.0,21.0,3.8,2.14,0.23,2.37,166.9,0.2,26.9,90.9,61.0
2018-08-22 01:00:00,力行站,121.016270,24.766508,0.6,0.9,5.2,6.1,12.5,32.0,4.0,5.0,2.07,0.15,2.22,125.0,0.2,25.8,96.3,34.0
2018-08-22 01:00:00,興業站,120.989823,24.778000,0.62,5.8,21.7,27.5,12.6,39.0,19.0,3.0,2.14,0.14,2.28,183.0,0.9,26.4,92.4,62.0
2018-08-22 01:00:00,靜心湖站,121.01372,24.77834,0.67,1.0,20.9,6.1,13.6,33.0,18.0,3.6,1.98,0.3,2.28,143.5,0.1,26.9,90.3,59.0
2018-08-22 02:00:00,力行站,121.016270,24.766508,0.59,0.4,4.4,4.8,9.3,28.0,4.0,5.0,2.05,0.16,2.21,220.0,0.7,25.9,96.0,30.0
2018-08-22 02:00:00,興業站,120.989823,24.778000,0.53,2.3,16.6,18.9,24.2,33.0,18.0,3.2,2.17,0.11,2.28,272.0,1.3,26.2,94.4,61.0
2018-08-22 02:00:00,靜心湖站,121.01372,24.77834,0.6,0.3,9.7,4.8,18.5,24.0,13.0,3.6,2.03,0.27,2.3,232.1,0.2,27.0,90.5,57.0
2018-08-22 03:00:00,力行站,121.016270,24.766508,0.66,6.5,28.7,35.2,7.4,31.0,10.0,4.5,2.05,0.15,2.2,301.0,0.7,26.0,95.3,29.0
2018-08-22 03:00:00,興業站,120.989823,24.778000,0.51,1.6,7.2,8.8,24.6,24.0,14.0,2.9,2.12,0.11,2.24,323.0,1.1,26.0,96.8,61.0
2018-08-22 03:00:00,靜心湖站,121.01372,24.77834,0.57,0.2,8.1,35.2,23.4,15.0,12.0,3.8,1.91,0.22,2.13,304.9,0.4,26.5,93.8,56.0
2018-08-22 04:00:00,力行站,121.016270,24.766508,0.63,2.1,14.9,17.0,7.9,28.0,12.0,4.3,2.09,0.16,2.25,233.0,0.4,26.1,94.9,30.0
2018-08-22 04:00:00,興業站,120.989823,24.778000,0.5,4.1,13.1,17.2,21.8,15.0,10.0,2.7,2.08,0.1,2.18,266.0,0.6,25.4,97.2,60.0
2018-08-22 04:00:00,靜心湖站,121.01372,24.77834,0.63,1.7,20.0,17.0,16.7,15.0,14.0,3.7,1.76,0.27,2.03,197.3,0.3,26.0,95.9,54.0
2018-08-22 05:00:00,力行站,121.016270,24.766508,0.76,7.3,13.6,20.9,6.8,19.0,8.0,4.9,2.1,0.16,2.27,240.0,0.5,26.3,96.3,29.0
2018-08-22 05:00:00,興業站,120.989823,24.778000,0.59,8.4,29.9,38.3,11.0,23.0,17.0,3.3,2.13,0.13,2.27,191.0,1.0,25.5,96.6,55.0
2018-08-22 05:00:00,靜心湖站,121.01372,24.77834,0.72,9.5,27.1,20.9,9.1,20.0,15.0,2.8,1.7,0.27,1.97,175.4,0.3,26.4,94.0,51.0
2018-08-22 06:00:00,力行站,121.016270,24.766508,0.9,6.7,8.8,15.5,13.4,14.0,6.0,4.6,2.03,0.19,2.22,211.0,0.7,28.1,88.6,29.0
2018-08-22 06:00:00,興業站,120.989823,24.778000,0.74,16.6,29.0,45.6,13.1,32.0,21.0,3.3,2.11,0.22,2.33,187.0,1.1,26.7,94.0,54.0
2018-08-22 06:00:00,靜心湖站,121.01372,24.77834,0.77,9.2,18.2,15.5,17.0,19.0,13.0,3.3,1.76,0.26,2.02,164.5,0.7,28.7,84.5,51.0
2018-08-22 07:00:00,力行站,121.016270,24.766508,1.12,14.5,14.6,29.1,14.3,17.0,6.0,4.9,2.02,0.22,2.24,269.0,1.3,29.3,82.6,28.0
2018-08-22 07:00:00,興業站,120.989823,24.778000,0.66,7.1,10.1,17.3,23.0,25.0,12.0,3.1,2.06,0.11,2.17,281.0,1.3,28.4,86.8,55.0
2018-08-22 07:00:00,靜心湖站,121.01372,24.77834,0.69,2.5,9.3,29.1,24.2,16.0,12.0,4.3,1.87,0.35,2.22,282.7,0.5,29.8,78.8,50.0
2018-08-22 08:00:00,力行站,121.016270,24.766508,0.79,11.3,16.1,27.4,19.5,18.0,6.0,5.2,2.08,0.09,2.17,266.0,1.8,29.7,80.3,25.0
2018-08-22 08:00:00,興業站,120.989823,24.778000,0.61,3.9,8.0,11.9,33.1,18.0,5.0,3.0,2.11,0.09,2.21,284.0,1.8,29.4,80.2,53.0
2018-08-22 08:00:00,靜心湖站,121.01372,24.77834,0.67,2.1,9.6,27.4,29.9,13.0,9.0,4.4,1.86,0.29,2.15,272.5,1.0,30.1,77.6,49.0
2018-08-22 09:00:00,力行站,121.016270,24.766508,0.73,7.8,21.4,29.1,26.8,23.0,10.0,4.7,2.05,0.14,2.19,275.0,2.2,29.7,78.0,22.0
2018-08-22 09:00:00,興業站,120.989823,24.778000,0.55,2.2,5.0,7.2,44.0,16.0,8.0,3.7,2.08,0.09,2.17,300.0,2.2,29.8,77.2,48.0
2018-08-22 09:00:00,靜心湖站,121.01372,24.77834,0.62,0.9,7.6,29.1,38.2,15.0,9.0,4.2,1.85,0.3,2.15,303.3,0.7,30.8,74.7,44.0
2018-08-22 10:00:00,力行站,121.016270,24.766508,0.72,5.0,16.5,21.5,27.5,26.0,13.0,3.6,2.01,0.15,2.16,269.0,1.6,29.4,81.1,22.0
2018-08-22 10:00:00,興業站,120.989823,24.778000,0.57,1.2,8.0,9.2,42.4,11.0,8.0,4.2,2.06,0.11,2.17,309.0,1.8,29.7,78.5,43.0
2018-08-22 10:00:00,靜心湖站,121.01372,24.77834,0.6,0.7,7.5,21.5,38.2,18.0,10.0,4.3,1.8,0.25,2.05,290.1,0.9,30.2,77.3,40.0
2018-08-22 11:00:00,力行站,121.016270,24.766508,0.75,3.7,18.5,22.1,32.9,26.0,13.0,3.5,2.01,0.16,2.17,295.0,1.6,29.6,80.9,26.0
2018-08-22 11:00:00,興業站,120.989823,24.778000,0.62,1.0,6.8,7.8,48.9,16.0,8.0,3.9,2.02,0.09,2.12,321.0,1.9,29.8,79.5,36.0
2018-08-22 11:00:00,靜心湖站,121.01372,24.77834,0.64,0.4,6.0,22.1,44.8,17.0,12.0,4.1,1.78,0.28,2.06,322.6,0.9,30.2,78.6,38.0
2018-08-22 12:00:00,力行站,121.016270,24.766508,0.84,5.4,31.3,36.7,34.3,35.0,21.0,3.3,2.02,0.15,2.18,327.0,1.4,29.4,81.9,30.0
2018-08-22 12:00:00,興業站,120.989823,24.778000,0.67,0.5,7.6,8.2,54.9,25.0,13.0,3.8,2.01,0.12,2.13,339.0,1.6,29.6,80.3,33.0
2018-08-22 12:00:00,靜心湖站,121.01372,24.77834,0.63,0.2,5.8,36.7,53.2,21.0,17.0,4.8,1.73,0.34,2.07,328.3,1.0,29.7,80.9,38.0
2018-08-22 13:00:00,力行站,121.016270,24.766508,0.79,5.6,23.4,29.0,31.9,38.0,23.0,3.9,2.03,0.14,2.17,280.0,1.3,30.3,79.0,38.0
2018-08-22 13:00:00,興業站,120.989823,24.778000,0.63,1.0,7.1,8.0,44.1,27.0,15.0,3.8,1.95,0.11,2.06,327.0,1.4,30.2,79.0,36.0
2018-08-22 13:00:00,靜心湖站,121.01372,24.77834,0.61,0.4,5.6,29.0,40.8,24.0,17.0,4.8,1.55,0.31,1.86,309.6,0.8,30.8,77.0,40.0
2018-08-22 14:00:00,力行站,121.016270,24.766508,0.69,2.5,13.8,16.3,25.2,35.0,16.0,3.4,2.03,0.13,2.17,232.0,0.7,28.9,89.6,46.0
2018-08-22 14:00:00,興業站,120.989823,24.778000,0.66,1.4,13.2,14.6,32.0,22.0,10.0,3.4,2.07,0.11,2.18,83.0,0.9,29.4,85.1,38.0
2018-08-22 14:00:00,靜心湖站,121.01372,24.77834,0.68,0.7,15.1,16.3,28.2,20.0,16.0,4.2,1.6,0.39,1.99,184.8,0.4,29.3,88.4,44.0
2018-08-22 15:00:00,力行站,121.016270,24.766508,0.95,6.7,22.4,29.1,18.4,29.0,13.0,2.9,2.02,0.17,2.19,82.0,0.8,28.0,94.9,49.0
2018-08-22 15:00:00,興業站,120.989823,24.778000,0.81,4.9,29.2,34.1,26.7,22.0,13.0,3.3,2.05,0.15,2.2,131.0,1.1,28.2,94.9,40.0
2018-08-22 15:00:00,靜心湖站,121.01372,24.77834,0.74,1.9,17.9,29.1,26.9,18.0,16.0,4.8,1.68,0.3,1.98,123.6,0.4,28.1,95.1,46.0
2018-08-22 16:00:00,力行站,121.016270,24.766508,0.94,5.0,22.0,27.0,21.5,29.0,15.0,2.8,2.04,0.2,2.23,100.0,0.7,28.0,93.9,49.0
2018-08-22 16:00:00,興業站,120.989823,24.778000,0.93,4.0,29.9,33.9,27.7,25.0,15.0,3.2,2.05,0.17,2.23,117.0,0.9,27.9,91.7,40.0
2018-08-22 16:00:00,靜心湖站,121.01372,24.77834,0.8,0.6,9.0,27.0,29.6,17.0,14.0,4.2,1.83,0.29,2.12,59.4,0.3,28.1,93.1,48.0
2018-08-22 17:00:00,力行站,121.016270,24.766508,1.22,13.9,41.6,55.5,9.8,43.0,28.0,3.7,2.13,0.33,2.46,240.0,0.4,27.6,93.8,47.0
2018-08-22 17:00:00,興業站,120.989823,24.778000,1.18,2.7,31.3,34.0,23.1,30.0,13.0,3.3,2.17,0.27,2.44,345.0,0.8,27.8,92.6,41.0
2018-08-22 17:00:00,靜心湖站,121.01372,24.77834,1.12,0.4,16.4,55.5,20.3,17.0,16.0,4.0,1.99,0.5,2.49,8.3,0.2,27.9,94.8,47.0
2018-08-22 18:00:00,力行站,121.016270,24.766508,0.97,2.1,22.4,24.5,9.8,44.0,29.0,2.4,2.07,0.17,2.25,199.0,0.3,27.5,95.7,52.0
2018-08-22 18:00:00,興業站,120.989823,24.778000,1.21,8.3,35.1,43.4,15.1,38.0,21.0,2.7,2.19,0.33,2.53,166.0,0.8,27.5,94.2,40.0
2018-08-22 18:00:00,靜心湖站,121.01372,24.77834,2.11,13.4,41.1,24.5,7.4,25.0,24.0,3.7,2.09,0.59,2.68,166.8,0.4,27.4,97.4,47.0
2018-08-22 19:00:00,力行站,121.016270,24.766508,0.96,2.4,13.0,15.4,13.2,36.0,19.0,2.8,2.07,0.21,2.28,249.0,0.4,27.4,96.6,58.0
2018-08-22 19:00:00,興業站,120.989823,24.778000,0.84,1.3,24.7,26.0,26.0,41.0,24.0,2.7,2.15,0.14,2.3,187.0,0.5,27.5,96.7,44.0
2018-08-22 19:00:00,靜心湖站,121.01372,24.77834,0.83,2.0,18.2,15.4,18.4,29.0,23.0,3.7,1.79,0.34,2.13,16.9,0.1,27.5,96.9,51.0
2018-08-22 20:00:00,力行站,121.016270,24.766508,0.73,0.9,8.7,9.6,13.5,36.0,16.0,3.3,2.03,0.14,2.17,225.0,0.4,27.1,96.7,61.0
2018-08-22 20:00:00,興業站,120.989823,24.778000,0.78,0.9,22.7,23.5,31.3,39.0,24.0,2.6,2.1,0.18,2.29,267.0,0.8,27.4,95.8,50.0
2018-08-22 20:00:00,靜心湖站,121.01372,24.77834,0.71,0.0,7.7,9.6,23.8,26.0,13.0,3.6,1.85,0.18,2.03,303.3,0.2,27.6,95.6,54.0
2018-08-22 21:00:00,力行站,121.016270,24.766508,0.74,0.6,8.7,9.3,12.1,36.0,15.0,2.6,2.07,0.17,2.24,234.0,0.4,27.0,96.9,63.0
2018-08-22 21:00:00,興業站,120.989823,24.778000,0.81,1.0,22.5,23.6,23.0,42.0,24.0,2.5,2.13,0.16,2.29,194.0,0.6,27.4,94.9,55.0
2018-08-22 21:00:00,靜心湖站,121.01372,24.77834,0.74,0.2,13.0,9.3,16.8,27.0,13.0,3.6,1.85,0.3,2.15,139.5,0.1,27.4,95.3,55.0
2018-08-22 22:00:00,力行站,121.016270,24.766508,0.74,1.5,9.9,11.4,11.2,33.0,15.0,2.8,2.06,0.13,2.19,258.0,0.2,26.8,96.9,59.0
2018-08-22 22:00:00,興業站,120.989823,24.778000,0.78,2.0,23.7,25.7,23.8,48.0,26.0,2.6,2.14,0.13,2.27,223.0,0.5,27.1,95.0,60.0
2018-08-22 22:00:00,靜心湖站,121.01372,24.77834,0.71,0.2,11.4,11.4,19.4,27.0,15.0,3.9,1.96,0.22,2.18,176.4,0.1,27.2,94.9,54.0
2018-08-22 23:00:00,力行站,121.016270,24.766508,0.69,1.5,6.7,8.2,10.2,36.0,13.0,3.5,1.99,0.16,2.15,215.0,0.5,26.5,97.0,55.0
2018-08-22 23:00:00,興業站,120.989823,24.778000,0.6,0.6,19.0,19.7,22.8,44.0,23.0,2.5,2.21,0.12,2.33,287.0,0.8,27.0,94.5,64.0
2018-08-22 23:00:00,靜心湖站,121.01372,24.77834,0.68,0.1,11.0,8.2,18.2,28.0,17.0,2.9,1.92,0.29,2.21,245.0,0.0,26.9,96.3,52.0
2018-08-23 00:00:00,力行站,121.016270,24.766508,0.66,1.0,11.4,12.3,9.6,48.0,18.0,3.9,2.13,0.09,2.23,133.0,0.4,26.5,97.3,53.0
2018-08-23 00:00:00,興業站,120.989823,24.778000,0.68,7.7,40.7,48.4,18.4,43.0,22.0,4.0,2.22,0.12,2.35,165.0,0.9,27.0,91.9,65.0
2018-08-23 00:00:00,靜心湖站,121.01372,24.77834,0.76,0.3,13.7,12.3,14.0,30.0,21.0,2.8,2.17,0.22,2.39,148.7,0.3,26.9,97.1,50.0
2018-08-23 01:00:00,力行站,121.016270,24.766508,0.67,0.8,13.4,14.2,13.4,52.0,24.0,3.8,2.1,0.14,2.24,197.0,0.4,26.3,97.5,53.0
2018-08-23 01:00:00,興業站,120.989823,24.778000,0.64,4.2,27.2,31.4,22.9,45.0,26.0,3.9,2.1,0.15,2.25,173.0,0.9,26.9,91.7,65.0
2018-08-23 01:00:00,靜心湖站,121.01372,24.77834,0.78,1.8,23.4,14.2,17.4,35.0,19.0,3.1,2.01,0.27,2.28,165.4,0.2,26.8,96.0,53.0
2018-08-23 02:00:00,力行站,121.016270,24.766508,0.62,1.4,8.9,10.3,7.2,43.0,19.0,2.7,2.06,0.17,2.22,115.0,0.3,26.3,97.5,56.0
2018-08-23 02:00:00,興業站,120.989823,24.778000,0.62,5.5,30.6,36.1,16.3,45.0,26.0,3.5,2.04,0.12,2.16,158.0,0.4,27.0,89.4,67.0
2018-08-23 02:00:00,靜心湖站,121.01372,24.77834,0.72,5.0,27.4,10.3,8.9,36.0,21.0,3.0,2.12,0.34,2.46,61.1,0.2,26.7,96.8,55.0
2018-08-23 03:00:00,力行站,121.016270,24.766508,0.62,3.4,13.8,17.2,3.6,42.0,13.0,3.8,2.06,0.17,2.23,225.0,0.2,26.4,97.5,58.0
2018-08-23 03:00:00,興業站,120.989823,24.778000,0.68,20.4,35.2,55.6,9.1,48.0,27.0,4.3,2.08,0.11,2.19,153.0,0.6,26.9,92.4,68.0
2018-08-23 03:00:00,靜心湖站,121.01372,24.77834,0.68,0.6,12.9,17.2,9.0,36.0,19.0,3.3,2.15,0.36,2.51,126.1,0.1,26.9,96.1,58.0
2018-08-23 04:00:00,力行站,121.016270,24.766508,0.61,4.8,14.9,19.6,3.0,44.0,13.0,3.6,2.13,0.16,2.3,175.0,0.4,26.3,97.5,58.0
2018-08-23 04:00:00,興業站,120.989823,24.778000,0.64,1.7,23.4,25.1,15.6,43.0,21.0,2.7,2.11,0.16,2.28,23.0,0.4,26.9,93.0,71.0
2018-08-23 04:00:00,靜心湖站,121.01372,24.77834,0.67,0.4,9.6,19.6,13.6,33.0,13.0,3.6,1.89,0.32,2.21,73.9,0.2,26.7,96.0,59.0
2018-08-23 05:00:00,力行站,121.016270,24.766508,0.78,15.2,23.3,38.5,4.5,43.0,16.0,2.9,2.17,0.17,2.34,95.0,0.9,26.4,96.4,56.0
2018-08-23 05:00:00,興業站,120.989823,24.778000,0.69,2.6,13.1,15.7,13.8,34.0,13.0,2.7,2.24,0.14,2.38,24.0,0.6,27.1,91.8,71.0
2018-08-23 05:00:00,靜心湖站,121.01372,24.77834,0.71,0.5,7.2,38.5,13.4,29.0,13.0,2.5,1.89,0.36,2.25,62.8,0.3,27.3,92.0,56.0
2018-08-23 06:00:00,力行站,121.016270,24.766508,0.94,13.5,16.6,30.0,7.4,43.0,17.0,3.1,2.22,0.24,2.45,73.0,1.1,27.9,87.2,52.0
2018-08-23 06:00:00,興業站,120.989823,24.778000,0.77,11.7,17.1,28.8,11.4,31.0,11.0,3.7,2.26,0.16,2.43,21.0,1.0,28.3,84.6,68.0
2018-08-23 06:00:00,靜心湖站,121.01372,24.77834,0.74,1.9,7.9,30.0,13.9,31.0,13.0,2.0,1.91,0.31,2.22,32.6,0.4,28.4,84.6,54.0
2018-08-23 07:00:00,力行站,121.016270,24.766508,0.99,10.8,13.5,24.3,13.2,34.0,12.0,3.6,2.2,0.21,2.4,57.0,1.4,30.1,76.4,50.0
2018-08-23 07:00:00,興業站,120.989823,24.778000,0.77,6.5,10.5,17.1,20.2,30.0,12.0,3.4,2.11,0.1,2.21,44.0,1.2,30.8,72.5,62.0
2018-08-23 07:00:00,靜心湖站,121.01372,24.77834,0.71,2.3,6.2,24.3,20.7,27.0,8.0,2.4,2.03,0.27,2.3,18.2,0.9,30.4,74.0,50.0
2018-08-23 08:00:00,力行站,121.016270,24.766508,0.74,7.5,14.4,22.0,22.5,25.0,6.0,4.0,2.11,0.15,2.27,46.0,1.6,31.8,66.7,49.0
2018-08-23 08:00:00,興業站,120.989823,24.778000,0.74,3.8,10.7,14.5,29.7,24.0,13.0,3.0,2.07,0.1,2.17,53.0,1.4,32.8,63.1,56.0
2018-08-23 08:00:00,靜心湖站,121.01372,24.77834,0.68,1.5,6.2,22.0,30.7,22.0,8.0,2.9,1.99,0.19,2.18,21.9,0.7,32.2,65.4,44.0
2018-08-23 09:00:00,力行站,121.016270,24.766508,0.62,4.3,14.9,19.2,34.6,21.0,4.0,4.3,2.08,0.15,2.24,70.0,1.9,33.3,61.6,45.0
2018-08-23 09:00:00,興業站,120.989823,24.778000,0.62,1.9,9.4,11.3,45.4,18.0,11.0,2.9,2.04,0.11,2.15,46.0,1.3,34.0,59.0,52.0
2018-08-23 09:00:00,靜心湖站,121.01372,24.77834,0.62,0.7,5.6,19.2,44.1,19.0,8.0,2.1,2.01,0.21,2.22,18.6,1.2,33.5,60.2,42.0
2018-08-23 10:00:00,力行站,121.016270,24.766508,0.58,3.5,14.6,18.0,40.3,15.0,0.0,4.0,2.11,0.16,2.27,38.0,2.1,33.5,60.2,39.0
2018-08-23 10:00:00,興業站,120.989823,24.778000,0.61,0.8,6.7,7.5,50.5,17.0,8.0,2.6,2.02,0.13,2.16,35.0,1.5,33.9,59.1,50.0
2018-08-23 10:00:00,靜心湖站,121.01372,24.77834,0.59,0.4,4.5,18.0,49.4,17.0,5.0,2.1,1.92,0.18,2.1,24.6,1.0,34.4,57.8,39.0
2018-08-23 11:00:00,力行站,121.016270,24.766508,0.53,2.5,9.4,11.8,43.0,13.0,0.0,4.4,2.07,0.18,2.26,65.0,2.1,34.2,59.2,30.0
2018-08-23 11:00:00,興業站,120.989823,24.778000,0.59,0.8,5.5,6.3,52.9,17.0,7.0,2.6,2.01,0.09,2.11,19.0,1.6,34.4,57.4,47.0
2018-08-23 11:00:00,靜心湖站,121.01372,24.77834,0.58,0.3,3.7,11.8,50.1,14.0,6.0,2.2,1.92,0.21,2.13,32.0,0.8,34.7,57.1,34.0
2018-08-23 12:00:00,力行站,121.016270,24.766508,0.57,3.2,12.4,15.6,37.1,15.0,2.0,4.0,2.08,0.18,2.26,67.0,1.4,33.5,62.0,24.0
2018-08-23 12:00:00,興業站,120.989823,24.778000,0.61,0.5,6.2,6.7,49.0,17.0,4.0,2.6,1.99,0.1,2.1,51.0,1.0,33.5,61.0,43.0
2018-08-23 12:00:00,靜心湖站,121.01372,24.77834,0.58,0.3,3.2,15.6,47.0,8.0,5.0,2.4,1.84,0.17,2.01,49.6,0.7,33.9,59.9,32.0
2018-08-23 14:00:00,力行站,121.016270,24.766508,0.58,6.2,17.1,23.3,26.2,20.0,5.0,4.7,2.08,0.13,2.21,49.0,2.4,32.9,64.1,26.0
2018-08-23 14:00:00,興業站,120.989823,24.778000,0.61,1.5,8.6,10.1,36.8,19.0,7.0,2.8,2.02,0.09,2.12,56.0,1.8,32.9,62.6,35.0
2018-08-23 14:00:00,靜心湖站,121.01372,24.77834,0.58,0.5,5.8,23.3,35.6,16.0,8.0,1.9,1.75,0.26,2.01,23.8,1.4,33.1,62.8,34.0
2018-08-23 15:00:00,力行站,121.016270,24.766508,0.61,5.8,16.9,22.7,26.7,22.0,3.0,4.8,2.06,0.16,2.23,56.0,2.5,32.0,66.4,29.0
2018-08-23 15:00:00,興業站,120.989823,24.778000,0.67,1.5,8.5,10.0,39.3,18.0,5.0,2.7,1.99,0.11,2.11,63.0,2.0,32.6,63.5,38.0
2018-08-23 15:00:00,靜心湖站,121.01372,24.77834,0.59,0.4,5.3,22.7,37.4,17.0,4.0,2.2,1.77,0.25,2.02,24.0,1.6,32.4,64.6,37.0
2018-08-23 16:00:00,力行站,121.016270,24.766508,0.75,5.5,20.6,26.1,20.1,17.0,1.0,4.6,2.1,0.18,2.29,67.0,2.1,31.0,71.6,30.0
2018-08-23 16:00:00,興業站,120.989823,24.778000,0.76,1.1,11.0,12.1,32.1,12.0,3.0,3.0,1.99,0.16,2.15,43.0,1.5,31.1,69.8,41.0
2018-08-23 16:00:00,靜心湖站,121.01372,24.77834,0.64,0.4,6.6,26.1,32.3,14.0,2.0,2.7,1.86,0.32,2.18,41.4,1.2,31.1,70.4,39.0
2018-08-23 17:00:00,力行站,121.016270,24.766508,0.75,7.5,22.8,30.3,17.1,14.0,1.0,4.0,2.09,0.23,2.32,70.0,1.7,29.8,75.2,30.0
2018-08-23 17:00:00,興業站,120.989823,24.778000,0.83,1.7,13.6,15.3,25.7,11.0,2.0,3.0,2.03,0.11,2.15,71.0,1.3,29.8,74.4,41.0
2018-08-23 18:00:00,力行站,121.016270,24.766508,0.84,3.5,15.1,18.6,25.2,17.0,2.0,3.7,2.1,0.19,2.28,267.0,1.8,27.3,87.2,28.0
2018-08-23 18:00:00,興業站,120.989823,24.778000,0.73,1.1,12.6,13.7,39.6,14.0,2.0,2.8,2.02,0.06,2.09,220.0,1.3,27.3,87.2,38.0
2018-08-23 19:00:00,力行站,121.016270,24.766508,0.6,1.5,9.5,11.0,24.5,17.0,3.0,2.9,2.11,0.11,2.23,240.0,1.1,25.5,96.2,26.0
2018-08-23 19:00:00,興業站,120.989823,24.778000,0.69,0.9,13.6,14.5,35.1,13.0,3.0,2.6,2.06,0.12,2.18,208.0,1.3,25.7,96.1,37.0
2018-08-23 19:00:00,靜心湖站,121.01372,24.77834,0.66,0.2,12.9,11.0,28.8,7.0,2.0,2.2,1.94,0.25,2.19,299.2,0.2,25.9,95.7,35.0
2018-08-23 20:00:00,力行站,121.016270,24.766508,0.49,1.0,7.6,8.5,23.1,9.0,3.0,2.8,2.07,0.13,2.2,239.0,1.1,24.4,97.4,24.0
2018-08-23 20:00:00,興業站,120.989823,24.778000,0.62,0.7,10.1,10.7,35.9,5.0,0.0,2.2,2.04,0.08,2.13,258.0,1.5,24.4,98.5,35.0
2018-08-23 20:00:00,靜心湖站,121.01372,24.77834,0.58,0.1,7.6,8.5,29.1,5.0,3.0,0.8,1.95,0.26,2.21,287.9,0.4,24.7,97.7,32.0
2018-08-23 21:00:00,力行站,121.016270,24.766508,0.47,0.8,9.9,10.7,18.2,5.0,0.0,4.0,2.05,0.15,2.2,180.0,0.4,24.5,97.9,22.0
2018-08-23 21:00:00,興業站,120.989823,24.778000,0.65,0.5,9.4,9.9,32.5,3.0,0.0,2.0,2.04,0.08,2.13,299.0,0.9,24.6,99.5,33.0
2018-08-23 21:00:00,靜心湖站,121.01372,24.77834,0.63,0.0,10.0,10.7,24.6,0.0,4.0,0.5,2.14,0.15,2.29,40.4,0.1,24.9,98.3,31.0
2018-08-23 22:00:00,力行站,121.016270,24.766508,0.5,1.0,13.4,14.4,17.6,9.0,0.0,3.5,2.18,0.15,2.33,84.0,0.9,24.7,98.1,21.0
2018-08-23 22:00:00,興業站,120.989823,24.778000,0.66,0.3,6.3,6.6,28.8,5.0,0.0,1.9,2.05,0.08,2.13,348.0,0.9,24.8,99.6,32.0
2018-08-23 22:00:00,靜心湖站,121.01372,24.77834,0.63,0.0,8.3,14.4,25.0,1.0,3.0,0.2,2.1,0.24,2.34,19.7,0.5,25.1,98.2,29.0
2018-08-23 23:00:00,力行站,121.016270,24.766508,0.53,1.1,13.2,14.3,20.0,13.0,2.0,5.6,2.11,0.15,2.25,330.0,1.6,25.0,97.8,20.0
2018-08-23 23:00:00,興業站,120.989823,24.778000,0.48,1.0,7.6,8.7,28.5,8.0,2.0,1.9,2.04,0.14,2.19,5.0,1.7,24.8,99.6,31.0
2018-08-23 23:00:00,靜心湖站,121.01372,24.77834,0.57,0.1,6.0,14.3,27.0,5.0,3.0,0.9,1.96,0.25,2.21,346.0,1.3,25.2,97.4,27.0
2018-08-24 00:00:00,力行站,121.016270,24.766508,0.54,1.6,15.7,17.3,21.5,13.0,3.0,5.7,2.17,0.1,2.26,326.0,1.3,24.8,97.1,19.0
2018-08-24 00:00:00,興業站,120.989823,24.778000,0.48,0.9,6.7,7.6,29.4,10.0,2.0,2.4,2.08,0.09,2.18,349.0,1.2,24.7,99.6,30.0
2018-08-24 00:00:00,靜心湖站,121.01372,24.77834,0.56,0.2,4.2,17.3,29.5,5.0,3.0,2.8,2.05,0.22,2.27,335.9,1.0,25.0,97.0,26.0
2018-08-24 01:00:00,力行站,121.016270,24.766508,0.53,1.3,12.5,13.8,19.7,6.0,1.0,6.6,2.09,0.13,2.22,196.0,0.6,24.7,97.1,19.0
2018-08-24 01:00:00,興業站,120.989823,24.778000,0.47,0.4,5.9,6.3,33.1,3.0,0.0,2.7,2.04,0.12,2.16,302.0,1.0,24.7,99.6,30.0
2018-08-24 01:00:00,靜心湖站,121.01372,24.77834,0.55,0.1,5.0,13.8,29.0,1.0,0.0,1.2,1.95,0.21,2.16,256.7,0.3,24.9,97.6,26.0
2018-08-24 02:00:00,力行站,121.016270,24.766508,0.48,0.7,6.0,6.7,19.8,4.0,0.0,6.1,2.07,0.14,2.21,233.0,0.6,24.6,97.5,19.0
2018-08-24 02:00:00,興業站,120.989823,24.778000,0.45,0.7,12.4,13.1,32.1,2.0,0.0,2.6,2.04,0.13,2.17,209.0,0.8,24.6,99.6,31.0
2018-08-24 02:00:00,靜心湖站,121.01372,24.77834,0.53,0.1,6.8,6.7,25.9,0.0,1.0,1.8,1.91,0.18,2.09,143.0,0.1,24.8,97.9,26.0
2018-08-24 03:00:00,力行站,121.016270,24.766508,0.49,0.5,6.1,6.7,17.9,6.0,1.0,5.8,2.06,0.14,2.21,192.0,0.4,24.6,97.8,19.0
